254643;Uso indicado;Uso Residencial
254643;Tipo de material;HDF - Painel de fibras de alta densidade, produzido com fibras de madeiras selecionadas de Pinus ou Eucalipto de reflorestamento, impregnado de resina termofixadas por pressão e alta temperatura.
254643;Aparência;Imitação da aparência da madeira. Realista de imagem e textura
254643;Borda;Reta
254643;Resistência;AC3
254643;Selos;FSC / Protekto
254643;Textura;Madeira Linheira
254643;Quantidade de réguas na caixa;8 réguas
254643;Tipo de instalação;Clicado
254643;vcProdutosRelacionados;"2137:0,03;4363:0,07;5452:0,0983;2158:0,954;2123:0,05;2130:0,067;"
254643;Ambientes recomendados;Ideal para aplicação em áreas residenciais internas
254643;Passível de Reutilização;Não
254643;vcUnidadeMedida;metro quadrado
254643;vcFatorMultiplicador;2,00464
254643;vcIndicacaoProfissional;S
254643;Marca;Durafloor
254643;Origem;Nacional
254643;Classificação do produto;Piso Laminado
254643;Garantia residencial;12 Anos
254643;Peso da caixa;13 Kg
254643;Metragem da régua;" 7x187x1340 mm"
254643;Espessura da caixa;6cm
254643;Meio ambiente;100% reflorestado - Ecologicamente correto
254643;Escala de brilho;Fosco
254643;Largura da caixa;20cm
254643;Comprimento da caixa;1,37cm
254643;vcUnidadeMedidaVenda;caixa
254643;Contra indicações;Não é indicado para uso em ambiente externo onde haja humidade
254643;Instruções de limpeza e Manutenção;Pano levemente úmido, vassoura ou espanador. Não é permitido produtos químicos ou cera.
254643;Área de cobertura;2,005 m²
254643;Linha ou Modelo;Ritz
254644;Cor;Carvalho York
254644;vcPerdaDeInstalacao;5
254644;Uso indicado;Uso Residencial
254644;Tipo de material;HDF - Painel de fibras de alta densidade, produzido com fibras de madeiras selecionadas de Pinus ou Eucalipto de reflorestamento, impregnado de resina termofixadas por pressão e alta temperatura.
254644;Aparência;Imitação da aparência da madeira. Realista de imagem e textura
254644;Borda;Reta
254644;Selos;FSC / Protekto
254644;Textura;Madeira Linheira
254644;Quantidade de réguas na caixa;8 réguas
254644;Tipo de instalação;Clicado
254644;vcProdutosRelacionados;"2124:0,05;2131:0,067;2138:0,03;2159:0,954;4363:0,07;5452:0,0983;"
254644;Ambientes recomendados;Ideal para aplicação em áreas residenciais internas
254644;Passível de Reutilização;Não
254644;vcUnidadeMedida;m²
254644;vcFatorMultiplicador;2,004640
254644;vcIndicacaoProfissional;S
254644;Marca;Durafloor
254644;Origem;Nacional
254644;Classificação do produto;Piso Laminado
254644;Garantia residencial;12 Anos
254644;Peso da caixa;13 Kg
254644;Metragem da régua;" 7x187x1340 mm"
254644;Espessura da caixa;6cm
254644;Meio ambiente;100% reflorestado - Ecologicamente correto
254644;Escala de brilho;Fosco
254644;Largura da caixa;20cm
254644;Comprimento da caixa;1,37cm
254644;vcUnidadeMedidaVenda;caixa
254644;Contra indicações;Não é indicado para uso em ambiente externo onde haja humidade
254644;Instruções de limpeza e Manutenção;Pano levemente úmido, vassoura ou espanador. Não é permitido produtos químicos ou cera.
254644;Área de cobertura;2,005 m²
254644;Resistência / Classe de Abrasão;AC3
254644;Linha ou Modelo;Ritz
254644;Cor do produto;Carvalho York
254645;Cor;Alamo
254645;vcPerdaDeInstalacao;5
254645;Uso indicado;Uso Residencial
254645;Tipo de material;HDF - Painel de fibras de alta densidade, produzido com fibras de madeiras selecionadas de Pinus ou Eucalipto de reflorestamento, impregnado de resina termofixadas por pressão e alta temperatura.
254645;Aparência;Imitação da aparência da madeira. Realista de imagem e textura
254645;Borda;Reta
254645;Selos;FSC / Protekto
254645;Textura;Madeira Linheira
254645;Quantidade de réguas na caixa;8 réguas
254645;Tipo de instalação;Clicado
254645;vcProdutosRelacionados;"3533:0,954;3538:0,067;3543:0,05;3558:0,03;4363:0,07;5452:0,0983;"
254645;Ambientes recomendados;Ideal para aplicação em áreas residenciais internas
254645;Passível de Reutilização;Não
254645;vcUnidadeMedida;m²
254645;vcFatorMultiplicador;2,004640
254645;vcIndicacaoProfissional;S
254645;Marca;Durafloor
254645;Origem;Nacional
254645;Classificação do produto;Piso Laminado
254645;Garantia residencial;12 Anos
254645;Peso da caixa;13 Kg
254645;Metragem da régua;" 7x187x1340 mm"
254645;Espessura da caixa;6cm
254645;Meio ambiente;100% reflorestado - Ecologicamente correto
254645;Escala de brilho;Fosco
254645;Largura da caixa;20cm
254645;Comprimento da caixa;1,37cm
254645;vcUnidadeMedidaVenda;caixa
254645;Contra indicações;Não é indicado para uso em ambiente externo onde haja humidade
254645;Instruções de limpeza e Manutenção;Pano levemente úmido, vassoura ou espanador. Não é permitido produtos químicos ou cera.
254645;Área de cobertura;2,005 m²
254645;Resistência / Classe de Abrasão;AC3
254645;Linha ou Modelo;Ritz
254645;Cor do produto;Alamo
254646;Cor;Savona
254646;vcPerdaDeInstalacao;5
254646;Uso indicado;Uso Residencial
254646;Tipo de material;HDF - Painel de fibras de alta densidade, produzido com fibras de madeiras selecionadas de Pinus ou Eucalipto de reflorestamento, impregnado de resina termofixadas por pressão e alta temperatura.
254646;Aparência;Imitação da aparência da madeira. Realista de imagem e textura
254646;Borda;Reta
254646;Selos;FSC / Protekto
254646;Textura;Madeira Linheira
254646;Quantidade de réguas na caixa;8 réguas
254646;Tipo de instalação;Clicado
254646;vcProdutosRelacionados;"1852:0,954;4363:0,07;4369:0,067;4372:0,05;4377:0,03;5452:0,0983;"
254646;Ambientes recomendados;Ideal para aplicação em áreas residenciais internas
254646;Passível de Reutilização;Não
254646;vcUnidadeMedida;m²
254646;vcFatorMultiplicador;2,004640
254646;vcIndicacaoProfissional;S
254646;Marca;Durafloor
254646;Origem;Nacional
254646;Classificação do produto;Piso Laminado
254646;Garantia residencial;12 anos
254646;Peso da caixa;13 Kg
254646;Metragem da régua;" 7x187x1340 mm"
254646;Espessura da caixa;6cm
254646;Meio ambiente;100% reflorestado - Ecologicamente correto
254646;Escala de brilho;Fosco
254646;Largura da caixa;20cm
254646;Comprimento da caixa;1,37cm
254646;vcUnidadeMedidaVenda;caixa
254646;Contra indicações;Não é indicado para uso em ambiente externo onde haja humidade
254646;Instruções de limpeza e Manutenção;Pano levemente úmido, vassoura ou espanador. Não é permitido produtos químicos ou cera.
254646;Área de cobertura;2,005 m²
254646;Resistência / Classe de Abrasão;AC3
254646;Linha ou Modelo;Ritz
254646;Cor do produto;Savona
254647;Cor;Positano
254647;vcPerdaDeInstalacao;5
254647;Uso indicado;Uso Residencial
254647;Tipo de material;HDF - Painel de fibras de alta densidade, produzido com fibras de madeiras selecionadas de Pinus ou Eucalipto de reflorestamento, impregnado de resina termofixadas por pressão e alta temperatura.
254647;Aparência;Imitação da aparência da madeira. Realista de imagem e textura
254647;Borda;Reta
254647;Resistência;AC3
254647;Selos;FSC / Protekto
254647;Textura;Madeira Linheira
254647;Quantidade de réguas na caixa;8 réguas
254647;Tipo de instalação;Clicado
254647;vcProdutosRelacionados;"4370:0,067;4363:0,07;5452:0,0983;1914:0,954;4378:0,03;4373:0,05;"
254647;Ambientes recomendados;Ideal para aplicação em áreas residenciais internas
254647;Passível de Reutilização;Não
254647;vcUnidadeMedida;metro quadrado
254647;vcFatorMultiplicador;2,00464
254647;vcIndicacaoProfissional;S
254647;Marca;Durafloor
254647;Origem;Nacional
254647;Classificação do produto;Piso Laminado
254647;Garantia residencial;12 anos
254647;Peso da caixa;13 Kg
254647;Metragem da régua;" 7x187x1340 mm"
254647;Espessura da caixa;6cm
254647;Meio ambiente;100% reflorestado - Ecologicamente correto
254647;Escala de brilho;Fosco
254647;Largura da caixa;20cm
254647;Comprimento da caixa;1,37cm
254647;vcUnidadeMedidaVenda;caixa
254647;Contra indicações;Não é indicado para uso em ambiente externo onde haja humidade
254647;Instruções de limpeza e Manutenção;Pano levemente úmido, vassoura ou espanador. Não é permitido produtos químicos ou cera.
254647;Área de cobertura;2,005 m²
254647;Linha ou Modelo;Ritz
254648;Cor;Roma
254648;vcPerdaDeInstalacao;5
254648;Uso indicado;Uso Residencial
254648;Tipo de material;HDF - Painel de fibras de alta densidade, produzido com fibras de madeiras selecionadas de Pinus ou Eucalipto de reflorestamento, impregnado de resina termofixadas por pressão e alta temperatura.
254648;Aparência;Imitação da aparência da madeira. Realista de imagem e textura
254648;Borda;Reta
254648;Selos;FSC / Protekto
254648;Textura;Madeira Linheira
254648;Quantidade de réguas na caixa;8 réguas
254648;Tipo de instalação;Clicado
254648;vcProdutosRelacionados;"4363:0,07;4394:0,954;5452:0,0983;6194:0,067;6197:0,03;6200:0,05;"
254648;Ambientes recomendados;Ideal para aplicação em áreas residenciais internas
254648;Passível de Reutilização;Não
254648;vcUnidadeMedida;m²
254648;vcFatorMultiplicador;2,004640
254648;vcIndicacaoProfissional;S
254648;Marca;Durafloor
254648;Origem;Nacional
254648;Classificação do produto;Piso Laminado
254648;Garantia residencial;12 anos
254648;Peso da caixa;13 Kg
254648;Metragem da régua;" 7x187x1340 mm"
254648;Espessura da caixa;6cm
254648;Meio ambiente;100% reflorestado - Ecologicamente correto
254648;Escala de brilho;Fosco
254648;Largura da caixa;20cm
254648;Comprimento da caixa;1,37cm
254648;vcUnidadeMedidaVenda;caixa
254648;Contra indicações;Não é indicado para uso em ambiente externo onde haja humidade
254648;Instruções de limpeza e Manutenção;Pano levemente úmido, vassoura ou espanador. Não é permitido produtos químicos ou cera.
254648;Área de cobertura;2,005 m²
254648;Resistência / Classe de Abrasão;AC3
254648;Linha ou Modelo;Ritz
254648;Cor do produto;Roma
254650;Cor;Cappuccino
254650;vcPerdaDeInstalacao;5
254650;Uso indicado;Uso Residencial
254650;Tipo de material;HPP - Painel de alta densidade produzido com partículas de eucalipto alongadas e agulhadas, proporcionando melhor entrelaçamento entre as partículas.
254650;Aparência;Imitação da aparência da madeira. Realista de imagem e textura
254650;Borda;Reta
254650;Selos;FSC®
254650;Textura;Wood
254650;Tipo de instalação;Colado
254650;vcProdutosRelacionados;"769:0,143;4363:0,07;4951:1,19;5002:0,03;5452:0,105;5474:0,075;5518:0,055;"
254650;Ambientes recomendados;Ideal para aplicação em áreas residenciais internas
254650;Passível de Reutilização;Não
254650;vcUnidadeMedida;m²
254650;vcFatorMultiplicador;2,140000
254650;vcIndicacaoProfissional;S
254650;Marca;Eucafloor
254650;Origem;Nacional
254650;Classificação do produto;Piso Laminado
254650;Garantia residencial;12 Anos
254650;Peso da caixa;12,5 kg
254650;Meio ambiente;Madeira Reflorestada
254650;Escala de brilho;Fosco
254650;vcUnidadeMedidaVenda;caixa
254650;Contra indicações;Não é indicado para uso em ambiente externo onde haja humidade
254650;Instruções de limpeza e Manutenção;Pano levemente úmido, vassoura, espanador. Não é permitido produtos químicos ou cera
254650;Resistência / Classe de Abrasão;AC3
254650;Linha ou Modelo;"Prime "
254650;Cor do produto;Cappuccino
254651;Cor;Fresno Decapê
254651;vcPerdaDeInstalacao;5
254651;Uso indicado;Uso Residencial
254651;Tipo de material;HPP - Painel de alta densidade produzido com partículas de eucalipto alongadas e agulhadas, proporcionando melhor entrelaçamento entre as partículas.
254651;Aparência;Imitação da aparência da madeira. Realista de imagem e textura
254651;Borda;Reta
254651;Selos;FSC®
254651;Textura;Wood
254651;Quantidade de réguas na caixa;
254651;Tipo de instalação;Colado
254651;vcProdutosRelacionados;"769:0,143;4363:0,07;4949:1,19;5016:0,03;5452:0,105;5478:0,075;5480:0,055;"
254651;Ambientes recomendados;Ideal para aplicação em áreas residenciais internas
254651;Passível de Reutilização;Não
254651;vcUnidadeMedida;m²
254651;vcFatorMultiplicador;2,140000
254651;vcIndicacaoProfissional;S
254651;Marca;Eucafloor
254651;Origem;Nacional
254651;Classificação do produto;Piso Laminado
254651;Garantia residencial;12 Anos
254651;Peso da caixa;12,5 kg
254651;Metragem da régua;
254651;Espessura da caixa;
254651;Meio ambiente;Madeira Reflorestada
254651;Escala de brilho;Fosco
254651;vcUnidadeMedidaVenda;caixa
254651;Contra indicações;Não é indicado para uso em ambiente externo onde haja humidade
254651;Instruções de limpeza e Manutenção;Pano levemente úmido, vassoura ou espanador. Não é permitido produtos químicos ou cera.
254651;Resistência / Classe de Abrasão;AC3
254651;Linha ou Modelo;Prime
254651;Cor do produto;Fresno Decapê
254652;Cor;Valência
254652;vcPerdaDeInstalacao;5
254652;Uso indicado;Uso Residencial
254652;Tipo de material;HPP - Painel de alta densidade produzido com partículas de eucalipto alongadas e agulhadas, proporcionando melhor entrelaçamento entre as partículas.
254652;Aparência;Imitação da aparência da madeira. Realista de imagem e textura
254652;Borda;Reta
254652;Resistência;AC3
254652;Selos;FSC®
254652;Textura;Wood
254652;Quantidade de réguas na caixa;
254652;Tipo de instalação;Colado
254652;vcProdutosRelacionados;"769:0,143;4363:0,07;4894:1,19;4983:0,03;5452:0,105;5475:0,075;5572:0,055;"
254652;Ambientes recomendados;Ideal para aplicação em áreas residenciais internas
254652;Passível de Reutilização;Não
254652;vcUnidadeMedida;m²
254652;vcFatorMultiplicador;2,140000
254652;vcIndicacaoProfissional;S
254652;Marca;Eucafloor
254652;Origem;Nacional
254652;Classificação do produto;Piso Laminado
254652;Garantia residencial;12 Anos
254652;Peso da caixa;12,5 kg
254652;Metragem da régua;
254652;Espessura da caixa;
254652;Meio ambiente;Madeira Reflorestada
254652;Escala de brilho;Fosco
254652;vcUnidadeMedidaVenda;caixa
254652;Contra indicações;Não é indicado para uso em ambiente externo onde haja humidade
254652;Instruções de limpeza e Manutenção;Pano levemente úmido, vassoura ou espanador. Não é permitido produtos químicos ou cera.
254652;Linha ou Modelo;Prime
254652;Cor do produto;Valência
254653;vcUnidadeMedida;peça
254653;vcFatorMultiplicador;1
254653;Marca;Eucafloor
254653;Classificação do produto;Cola para Piso Laminado
254653;vcUnidadeMedidaVenda;peça
254653;Dimensões e Tamanho;497gr
254654;Tipo de instalação;"Regularização "
254654;vcProdutosRelacionados;"5924:1;5925:1;"
254654;vcUnidadeMedida;quilograma
254654;vcFatorMultiplicador;4,000000
254654;Marca;Mapei
254654;Classificação do produto;Massa
254654;vcUnidadeMedidaVenda;unidade
254654;Linha ou Modelo;Planiprep
254654;Dimensões e Tamanho;4Kg
254655;Cor;Cor 10
254655;vcUnidadeMedida;m
254655;vcFatorMultiplicador;2,400000
254655;Marca;Eucafloor
254655;Classificação do produto;Rodapé
254655;vcUnidadeMedidaVenda;peça
254655;Dimensões e Tamanho;50mm x 15mm x 2400mm
254655;Cor do produto;Cor 10
254656;Cor;Cor 10
254656;Tipo de instalação;Tecno
254656;vcUnidadeMedida;peça
254656;vcFatorMultiplicador;1
254656;Marca;Eucafloor
254656;Classificação do produto;Perfil Piso Parede
254656;vcUnidadeMedidaVenda;peça
254656;Dimensões e Tamanho;1,80m
254656;Cor do produto;Cor 10
254657;vcUnidadeMedida;m²
254657;vcFatorMultiplicador;20,400000
254657;Marca;EspaçoFloor
254657;Classificação do produto;Manta para Piso Laminado
254657;vcUnidadeMedidaVenda;rolo
254657;Linha ou Modelo;Lisa
254657;Dimensões e Tamanho;Rolo com 20m²
254658;Cor;Cor 10 1,80m
254658;Tipo de instalação;Tecno
254658;vcUnidadeMedida;peça
254658;vcFatorMultiplicador;1
254658;Marca;Eucafloor
254658;Classificação do produto;Perfil TP6
254658;vcUnidadeMedidaVenda;peça
254658;Dimensões e Tamanho;1,80m
254658;Cor do produto;Cor 10
254659;Cor;Cor 10 1,80m
254659;Tipo de instalação;Tecno
254659;vcUnidadeMedida;peça
254659;vcFatorMultiplicador;1
254659;Marca;Eucafloor
254659;Classificação do produto;Perfil Redutor
254659;vcUnidadeMedidaVenda;peça
254659;Dimensões e Tamanho;1,80m
254659;Cor do produto;Cor 10
254660;vcMultiploQtd;100
254660;vcUnidadeMedida;peça
254660;vcFatorMultiplicador;1
254660;Marca;Banos
254660;Classificação do produto;Pendural T Leve
254660;vcUnidadeMedidaVenda;peça
254660;Linha ou Modelo;Rebite
254661;vcPerdaDeInstalacao;5.00
254661;vcMultiploQtd;1
254661;Unidade de Venda;Peça
254661;vcUnidadeMedida;m²
254661;vcFatorMultiplicador;2,14
254661;vcIndicacaoProfissional;S
254661;vcUnidadeMedidaVenda;peça
254668;Borda;Reta
254668;Selos;FSC?
254668;Textura;Wood
254668;vcProdutosRelacionados;
254668;Linha;Prime
254668;Marca;Eucafloor
254668;TipoAdeAinstalaAAo;Colado
254668;UsoAindicado;Uso Residencial
254668;ClassificaAAoAdoAproduto;Piso Laminado
254668;AmbientesArecomendados;Ideal para aplica??o em ?reas residenciais internas
254668;ContraAindicaAAes;N?o ? indicado para uso em ambiente externo onde haja humidade
254668;AparAncia;Imita??o da apar?ncia da madeira. Realista de imagem e textura
254668;TomAdeAcor;Cappuccino
254668;EscalaAdeAbrilho;Fosco
254668;GarantiaAresidencial;12 Anos
254668;ResistAncia;AC3
254668;TipoAdeAmaterial;HPP - Painel de alta densidade produzido com part?culas de eucalipto alongadas e agulhadas, proporcionando melhor entrela?amento entre as part?culas.
254668;PassAvelAdeAreutilizaAAo;N?o
254668;Origem;Nacional
254668;InstruAAesAdeAlimpezaAeAManutenAAo;Pano levemente ?mido, vassoura, espanador. N?o ? permitido produtos qu?micos ou cera
254668;PesoAdaAcaixa;12,5 kg
254669;Borda;Reta
254669;Selos;FSC?
254669;Textura;Wood
254669;vcProdutosRelacionados;
254669;Linha;Prime
254669;Marca;Eucafloor
254669;TipoAdeAinstalaAAo;Colado
254669;UsoAindicado;Uso Residencial
254669;ClassificaAAoAdoAproduto;Piso Laminado
254669;AmbientesArecomendados;Ideal para aplica??o em ?reas residenciais internas
254669;ContraAindicaAAes;N?o ? indicado para uso em ambiente externo onde haja humidade
254669;AparAncia;Imita??o da apar?ncia da madeira. Realista de imagem e textura
254669;TomAdeAcor;Cappuccino
254669;EscalaAdeAbrilho;Fosco
254669;GarantiaAresidencial;12 Anos
254669;ResistAncia;AC3
