263522;2019-06-06 22:38:25.0000000;Pedido Enviado;94,30;18,41;312477;Mercado Pago;1
263497;2019-06-06 21:02:28.0000000;Pedido Enviado;336,34;80,89;312476;Mercado Pago;6
263469;2019-06-06 17:48:58.8556863;Pedido Enviado;231,18;0,00;312473;MasterCard;1
263467;2019-06-06 17:30:08.0000000;Pedido Enviado;604,19;47,55;312472;Mercado Pago;1
263436;2019-06-06 15:52:04.0000000;Pedido Enviado;229,82;65,00;312471;Mercado Pago;8
263411;2019-06-06 16:07:20.5681854;Aguardando Pagamento;4045,72;0,00;312470;Deposito Bancario;1
263390;2019-06-06 15:48:59.6768061;Pedido Enviado;815,46;69,17;312462;ItauShopline;1
263330;2019-06-06 15:37:46.0507535;Aguardando Pagamento;4292,31;77,24;312461;Deposito Bancario;1
263283;2019-06-06 15:18:57.8134990;Pedido Enviado;58,99;0,00;312468;Deposito Bancario;1
263225;2019-06-06 15:04:39.7093928;Aguardando Pagamento;6531,63;1515,72;312464;ItauShopline;1
263185;2019-06-06 13:41:55.0000000;Pedido Enviado;96,94;13,94;312467;Mercado Pago;1
263143;2019-06-06 14:34:54.0000000;Pago;178,49;23,62;312466;Mercado Pago;1
263101;2019-06-06 14:50:53.0000000;Pedido Cancelado;1739,86;720,76;312465;Mercado Pago;1
263061;2019-06-06 14:48:48.8382700;Pedido Enviado;549,15;240,92;312463;Deposito Bancario;1
263011;2019-06-06 13:40:52.0990673;Pedido Enviado;1250,11;77,24;312458;Deposito Bancario;1
262958;2019-06-06 13:12:16.9286022;Pedido Cancelado;4143,70;71,06;312461;ItauShopline;1
262940;2019-06-06 11:19:11.0000000;Pedido Enviado;349,35;63,80;312460;Mercado Pago;1
262927;2019-06-06 11:09:53.4828612;Entregue;2973,90;78,25;312459;Deposito Bancario;1
262873;2019-06-06 11:06:06.6784157;Pedido Cancelado;1191,47;77,24;312458;Deposito Bancario;1
262866;2019-06-06 10:54:02.9480768;Pedido Enviado;545,38;200,56;309889;ItauShopline;1
262862;2019-06-06 10:24:45.1400000;Pago;317,10;116,47;312456;Mercado Pago;1
262815;2019-06-06 10:19:17.2162629;Pedido Enviado;360,81;0,00;312436;Deposito Bancario;1
262797;2019-06-06 10:08:35.7294641;Entregue;0,00;50,02;312317;Créditos VP;1
262761;2019-06-04 20:29:32.0000000;Pedido Enviado;50,99;18,23;312454;Mercado Pago;1
262750;2019-06-05 09:21:59.0000000;Pedido Enviado;109,58;21,04;312453;Mercado Pago;1
262740;2019-06-05 23:54:40.8630000;Pedido Enviado;409,13;58,73;312452;Mercado Pago;10
262737;2019-06-05 22:18:29.0381523;Pedido Enviado;965,51;52,50;312451;MasterCard;10
262705;2019-06-05 21:06:12.4918221;Pedido Enviado;1745,31;289,98;312450;MasterCard;10
262689;2019-06-05 18:44:59.0000000;Pedido Cancelado;164,81;19,62;312449;Mercado Pago;1
262666;2019-06-05 17:31:52.9527273;Entregue;1198,93;143,00;312447;Visa;6
262609;2019-06-05 16:39:32.0000000;Entregue;278,43;71,87;312446;Mercado Pago;8
262550;2019-06-05 16:47:39.7725410;Entregue;323,64;46,31;308985;Visa;2
262507;2019-06-05 16:46:23.0116183;Entregue;1629,67;76,57;312445;Visa;3
262480;2019-06-05 15:58:41.7245011;Pedido Enviado;496,46;56,62;311335;Visa;12
262434;2019-06-05 15:17:57.5127233;Pedido Enviado;906,94;83,20;312276;MasterCard;1
262432;2019-06-05 13:28:40.5961488;Pago;381,93;74,53;312444;Visa;10
262387;2019-06-05 12:13:21.8283163;Entregue;155,18;46,93;312346;MasterCard;1
262360;2019-06-05 11:09:05.3581205;Pedido Enviado;3487,22;71,06;312442;MasterCard;5
262350;2019-06-05 10:22:07.1815206;Pedido Enviado;666,30;78,53;312364;Visa;12
262339;2019-06-05 09:19:18.7074219;Entregue;715,44;50,64;312396;Visa;12
262316;2019-06-04 12:56:36.0000000;Entregue;231,02;47,55;312441;Mercado Pago;1
262310;2019-06-03 20:27:23.0000000;Pedido Enviado;899,88;118,99;312440;Mercado Pago;1
262253;2019-06-04 20:50:58.3191323;Pedido Enviado;586,23;73,68;312155;ItauShopline;1
262194;2019-06-04 19:52:28.0000000;Pedido Enviado;35,47;9,28;312439;Mercado Pago;1
262171;2019-06-04 20:21:03.0000000;Entregue;207,64;62,45;312438;Mercado Pago;8
262165;2019-06-04 18:02:09.0000000;Pedido Enviado;340,75;71,50;312437;Mercado Pago;1
262116;2019-06-04 17:11:54.3622609;Aguardando Pagamento;18,04;0,00;312436;ItauShopline;1
262061;2019-06-04 16:09:16.7800000;Entregue;387,53;21,20;312434;Mercado Pago;10
262055;2019-05-05 08:40:42.6600000;Pedido Enviado;39,96;7,78;312432;Mercado Pago;1
262010;2019-06-04 15:10:43.5105532;Pedido Cancelado;19,86;0,00;294905;Deposito Bancario;1
261966;2019-06-04 14:26:05.5985450;Entregue;238,66;0,00;309439;Deposito Bancario;1
261960;2019-06-04 12:26:00.0000000;Pedido Enviado;277,19;0,00;312430;Mercado Pago;1
261956;2019-06-04 11:21:13.0000000;Entregue;76,01;15,30;312429;Mercado Pago;1
261901;2019-06-03 05:31:30.0000000;Entregue;49,69;9,28;312428;Mercado Pago;1
261900;2019-06-04 09:20:36.0000000;Pedido Enviado;55,65;0,00;312426;Mercado Pago;1
261856;2019-06-04 09:23:31.4703737;Entregue;313,50;47,55;312425;Visa;5
261820;2019-06-03 22:45:49.0000000;Entregue;180,17;62,57;312424;Mercado Pago;1
261785;2019-06-03 18:36:29.5101562;Pedido Enviado;2081,93;201,12;312421;MasterCard;12
261751;2019-06-03 16:54:20.3470292;Entregue;648,30;0,00;311436;Visa;3
261727;2019-06-03 15:18:33.1682162;Entregue;165,52;47,55;312420;ItauShopline;1
261693;2019-06-03 14:36:56.3264745;Entregue;587,70;77,84;311324;ItauShopline;1
261636;2019-06-03 10:58:07.5864779;Pedido Enviado;311,55;0,00;308497;MasterCard;12
261624;2019-06-03 09:35:31.5064329;Entregue;874,81;70,30;312415;MasterCard;12
261589;2019-06-03 09:27:38.4051276;Pedido Enviado;1208,22;0,00;312417;Deposito Bancario;1
261550;2019-06-03 09:24:23.3049158;Entregue;2004,33;109,41;312416;Visa;12
261523;2019-06-03 09:11:57.2684476;Entregue;2923,71;135,25;312070;MasterCard;10
261522;2019-06-03 09:01:34.0096380;Entregue;1720,71;52,50;310996;MasterCard;12
261484;2019-06-02 21:43:07.0000000;Entregue;535,22;65,00;312414;Mercado Pago;1
261427;2019-06-02 21:37:53.0000000;Entregue;247,64;65,00;312413;Mercado Pago;8
261426;2019-06-02 14:56:02.0000000;Pedido Enviado;48,83;12,79;312409;Mercado Pago;1
261423;2019-06-02 11:14:18.0000000;Entregue;196,90;46,93;312407;Mercado Pago;1
261389;2019-06-01 20:33:23.4408521;Entregue;318,55;46,31;312301;MasterCard;2
261361;2019-06-01 12:19:24.9670000;Pedido Enviado;347,16;92,63;312404;Mercado Pago;10
261313;2019-06-01 12:17:30.8292795;Entregue;460,00;64,73;312403;Visa;8
261279;2019-05-31 15:42:47.0000000;Entregue;386,46;63,18;312402;Mercado Pago;1
261257;2019-05-30 11:13:28.0000000;Entregue;219,05;77,07;312401;Mercado Pago;1
261245;2019-06-01 00:47:56.0798385;Pedido Enviado;5673,69;87,82;312400;ItauShopline;1
261188;2019-05-31 22:36:54.0000000;Entregue;61,44;24,48;312399;Mercado Pago;1
261145;2019-05-31 21:26:29.0000000;Entregue;44,70;13,71;312398;Mercado Pago;1
261109;2019-05-31 18:51:38.0000000;Entregue;70,95;15,27;312397;Mercado Pago;1
261054;2019-05-31 18:21:16.9039714;Entregue;1679,40;52,50;312215;MasterCard;12
261034;2019-05-31 17:20:54.9783321;Entregue;7310,85;0,00;312395;Visa;4
260975;2019-05-31 16:16:49.2230000;Pedido Cancelado;235,64;61,75;312394;Mercado Pago;6
260928;2019-05-31 15:49:09.1370000;Pedido Cancelado;537,59;91,49;312393;Mercado Pago;1
260869;2019-05-31 14:22:08.0000000;Pedido Cancelado;508,08;73,28;312392;Mercado Pago;1
260810;2019-05-31 14:23:53.0000000;Pedido Cancelado;508,08;73,28;312392;Mercado Pago;1
260752;2019-05-31 14:59:17.8123172;Entregue;143,95;46,31;310421;Deposito Bancario;1
260734;2019-05-31 13:40:56.2573332;Pedido Enviado;1017,46;130,96;309903;Visa;4
260674;2019-05-31 12:08:31.2987792;Pedido Enviado;521,67;40,98;312390;Visa;1
260639;2019-05-31 11:49:06.7250429;Entregue;1603,24;71,74;312389;Visa;12
260628;2019-05-31 10:50:27.0000000;Entregue;240,62;98,96;312388;Mercado Pago;1
260578;2019-05-31 11:20:41.4368456;Entregue;874,58;68,78;312387;Deposito Bancario;1
260536;2019-05-31 10:59:33.6383680;Entregue;3734,48;68,00;311301;Deposito Bancario;1
260502;2019-05-31 10:51:40.1580303;Pedido Cancelado;653,30;46,93;295108;Deposito Bancario;1
260461;2019-05-31 10:23:31.3082854;Pedido Cancelado;145,95;46,31;295108;Deposito Bancario;1
260429;2019-05-30 23:40:28.2797242;Entregue;1212,49;52,50;307305;MasterCard;12
260396;2019-05-30 20:57:30.6711044;Entregue;3219,96;139,10;312384;Deposito Bancario;1
260365;2019-05-30 20:27:05.0409053;Entregue;273,00;63,24;312383;MasterCard;12
260356;2019-05-30 19:08:05.0000000;Entregue;1319,95;74,75;312382;Mercado Pago;1
260332;2019-05-30 18:58:23.9468370;Entregue;380,29;48,17;312380;Deposito Bancario;1
260307;2019-05-30 17:31:37.5510808;Pedido Cancelado;3812,44;68,78;294919;Deposito Bancario;1
260269;2019-05-30 16:58:52.5867875;Pedido Enviado;1782,24;131,23;312377;ItauShopline;1
260216;2019-05-30 16:41:54.0000000;Entregue;291,27;16,02;312378;Mercado Pago;1
260184;2019-05-30 15:55:26.6711525;Entregue;627,84;94,25;312376;ItauShopline;1
260157;2019-05-30 15:39:56.2821743;Entregue;983,81;48,79;312355;Visa;12
260097;2019-05-30 15:14:00.1980567;Entregue;1893,20;0,00;312178;ItauShopline;1
260096;2019-05-30 14:55:52.1337983;Pedido Cancelado;593,01;91,00;311963;ItauShopline;1
260043;2019-05-30 14:22:40.6690071;Entregue;1165,23;52,50;312374;MasterCard;12
259998;2019-05-30 11:48:22.2248254;Entregue;715,93;46,93;312373;Visa;5
259972;2019-05-30 11:03:46.7519349;Entregue;4697,44;160,59;312371;MasterCard;12
259922;2019-05-30 11:02:28.5050322;Entregue;136,38;46,93;311728;Visa;3
259890;2019-05-30 10:58:56.7208432;Entregue;196,86;46,93;312372;MasterCard;4
259830;2019-05-30 10:32:10.3828881;Entregue;882,25;82,12;312370;MasterCard;3
259815;2019-05-29 22:29:46.0000000;Entregue;180,57;46,93;312367;Mercado Pago;8
259775;2019-05-29 22:38:58.0000000;Pedido Enviado;50,59;0,00;312366;Mercado Pago;1
259729;2019-05-29 21:51:33.0000000;Entregue;385,01;47,55;312363;Mercado Pago;1
259717;2019-05-29 22:00:59.9428596;Entregue;82,39;14,00;312361;Visa;10
259713;2019-05-29 21:40:47.7185679;Entregue;160,81;92,63;312359;MasterCard;4
259661;2019-05-29 19:33:06.3411909;Entregue;2105,23;74,75;312360;ItauShopline;1
259654;2019-05-29 18:34:32.2878610;Entregue;390,02;48,17;311019;Visa;10
259618;2019-05-29 18:16:41.1341728;Pedido Enviado;472,34;0,00;312358;Deposito Bancario;1
259576;2019-05-29 17:35:25.5223663;Pedido Enviado;27,59;0,00;312357;MasterCard;1
259547;2019-05-29 16:10:44.3871857;Pedido Cancelado;728,59;68,25;312356;ItauShopline;1
259502;2019-05-29 15:41:47.4550466;Entregue;815,61;48,79;312354;MasterCard;2
259451;2019-05-29 12:23:16.1200000;Entregue;290,54;61,75;312353;Mercado Pago;5
259408;2019-05-29 15:08:50.7216379;Entregue;243,80;46,31;311886;ItauShopline;1
259356;2019-05-29 14:21:51.0000000;Entregue;1153,52;77,24;312352;Mercado Pago;1
259348;2019-05-29 13:51:06.1512953;Entregue;4200,23;0,00;312351;Visa;12
259338;2019-05-29 12:11:45.0000000;Entregue;2200,12;58,68;312350;Mercado Pago;1
259280;2019-05-29 12:23:56.5652998;Pedido Enviado;498,45;190,94;311694;Visa;5
259220;2019-05-29 12:05:07.1406875;Pedido Enviado;1567,75;142,85;312331;Visa;10
259209;2019-05-29 10:33:11.0000000;Pedido Cancelado;781,55;49,41;312348;Mercado Pago;1
259156;2019-05-29 10:54:12.0000000;Entregue;301,40;50,64;312347;Mercado Pago;6
259105;2019-05-29 11:40:56.1473222;Entregue;700,16;50,64;312346;MasterCard;1
259045;2019-05-29 11:33:38.1654346;Pedido Enviado;825,54;141,85;312344;MasterCard;1
259003;2019-05-29 10:55:44.1280257;Pedido Enviado;3671,80;264,88;312345;MasterCard;12
258954;2019-05-29 09:00:28.3870000;Entregue;163,95;46,93;312343;Mercado Pago;3
258948;2019-05-29 08:28:14.0000000;Entregue;33,50;8,67;312342;Mercado Pago;1
258895;2019-05-28 18:51:13.0000000;Entregue;302,44;64,30;312341;Mercado Pago;1
258854;2019-05-28 20:45:56.0000000;Entregue;55,35;18,23;312340;Mercado Pago;1
258814;2019-05-28 23:27:18.5865871;Pedido Enviado;594,16;152,73;312339;MasterCard;8
258791;2019-05-28 21:42:48.1561931;Entregue;318,07;65,00;312337;Deposito Bancario;1
258742;2019-05-28 19:28:43.0522146;Entregue;4604,91;189,39;312335;Visa;12
258696;2019-05-28 16:42:16.0000000;Entregue;44,31;15,23;312334;Mercado Pago;1
258689;2019-05-28 17:35:37.1600000;Entregue;159,06;19,37;312332;Mercado Pago;3
258632;2019-05-28 17:39:02.9615204;Entregue;3129,81;98,50;311380;MasterCard;12
258625;2019-05-28 17:13:25.8162025;Pedido Enviado;2595,20;252,53;312318;Visa;7
258596;2019-05-28 15:54:54.2581883;Entregue;1949,41;69,66;312330;Visa;12
258537;2019-05-28 15:45:43.8895754;Entregue;33,24;0,00;312242;MasterCard;3
258490;2019-05-28 14:23:08.1100460;Entregue;2361,61;112,08;312329;Visa;12
258478;2019-05-28 13:04:50.6339734;Entregue;9920,62;0,00;312328;MasterCard;12
258423;2019-05-28 12:03:53.4351743;Entregue;1200,00;52,50;310564;Elo;10
258365;2019-05-28 12:02:53.2689538;Pedido Enviado;1376,31;0,00;295051;Deposito Bancario;1
258311;2019-05-28 10:47:29.1782716;Entregue;438,97;63,46;312327;ItauShopline;1
258281;2019-05-28 10:11:36.1503509;Pedido Enviado;2598,96;0,00;312167;ItauShopline;1
258244;2019-05-28 10:02:45.9843177;Entregue;957,33;68,25;312326;Visa;1
258195;2019-05-28 09:40:32.9945777;Entregue;881,09;68,25;312326;Visa;1
258158;2019-05-27 20:45:58.0000000;Entregue;202,06;69,10;312325;Mercado Pago;1
258143;2019-05-27 23:44:56.3422959;Entregue;856,72;51,26;312313;ItauShopline;1
258086;2019-05-27 21:27:31.0000000;Entregue;846,68;74,68;312324;Mercado Pago;1
258044;2019-05-27 22:37:00.4481880;Entregue;82,62;0,00;307842;Visa;4
258039;2019-05-27 19:16:54.5294845;Entregue;2153,09;90,51;312284;MasterCard;1
257981;2019-05-27 18:54:00.9265433;Entregue;427,73;48,79;312323;MasterCard;1
257976;2019-05-27 18:47:25.0704932;Entregue;1869,18;65,27;311581;Visa;12
257948;2019-05-27 17:45:19.0000000;Entregue;242,04;65,24;312322;Mercado Pago;1
257936;2019-05-27 17:45:20.0000000;Entregue;385,11;72,21;312321;Mercado Pago;1
257925;2019-05-27 16:28:27.5849748;Entregue;3550,31;108,17;312319;Deposito Bancario;1
257897;2019-05-27 15:50:38.7612319;Entregue;990,14;50,02;312317;MasterCard;2
257854;2019-05-27 15:47:55.4131599;Pedido Cancelado;3286,06;108,17;308464;Deposito Bancario;1
257798;2019-05-27 15:16:37.5416623;Entregue;3674,55;117,78;312305;MasterCard;1
257756;2019-05-27 14:54:46.7230176;Entregue;1964,85;52,50;311825;Visa;12
257705;2019-05-27 14:25:35.5531121;Pedido Cancelado;810,75;51,26;312313;ItauShopline;1
257669;2019-05-27 13:33:18.8588359;Pedido Enviado;1037,72;178,75;310540;Visa;6
257647;2019-05-27 11:51:47.0000000;Entregue;429,23;46,93;312311;Mercado Pago;1
257600;2019-05-27 13:22:01.0000000;Entregue;473,55;47,55;312310;Mercado Pago;1
257558;2019-05-27 11:39:46.0442308;Entregue;390,85;46,93;312308;Visa;1
257509;2019-05-27 11:38:59.5434714;Entregue;2444,72;292,40;312307;MasterCard;12
257506;2019-05-27 11:00:13.0000000;Entregue;243,43;46,93;312306;Mercado Pago;1
257454;2019-05-27 10:08:32.7330519;Entregue;315,28;64,59;312304;MasterCard;4
257417;2019-05-27 08:37:28.0000000;Pedido Enviado;1719,23;151,83;312303;Mercado Pago;1
257358;2019-05-27 08:48:57.0000000;Pedido Enviado;131,69;44,31;312302;Mercado Pago;1
257300;2019-05-27 08:07:52.6237504;Entregue;5326,68;0,00;312300;MasterCard;10
257243;2019-05-26 23:30:54.0000000;Entregue;92,54;7,80;312299;Mercado Pago;1
257230;2019-05-26 23:31:20.0000000;Entregue;43,88;0,00;312298;Mercado Pago;1
257208;2019-05-26 23:12:48.4052471;Entregue;773,54;76,67;312155;ItauShopline;1
257159;2019-05-26 22:53:54.4396054;Pedido Cancelado;155,33;63,17;311580;Deposito Bancario;1
257104;2019-05-26 19:16:15.0000000;Entregue;407,23;148,70;312297;Mercado Pago;1
257057;2019-05-26 15:56:58.0000000;Entregue;576,01;81,25;312296;Mercado Pago;1
257028;2019-05-26 16:23:25.7622336;Entregue;297,48;62,45;312295;MasterCard;5
256998;2019-05-26 09:21:01.0000000;Entregue;30,74;0,00;312293;Mercado Pago;1
256977;2019-05-25 21:37:15.1370000;Pedido Cancelado;60,86;26,39;312292;Mercado Pago;1
256941;2019-05-25 09:16:38.0000000;Entregue;29,77;0,00;312290;Mercado Pago;1
256898;2019-05-25 10:54:05.4120071;Entregue;3743,41;126,75;312288;ItauShopline;1
256892;2019-05-25 10:28:18.5713403;Entregue;924,45;48,17;312287;MasterCard;1
256870;2019-05-25 00:36:00.7899251;Pedido Cancelado;924,45;48,17;312287;ItauShopline;1
256869;2019-05-24 20:08:41.0000000;Pedido Enviado;61,94;12,79;312286;Mercado Pago;1
256847;2019-05-24 20:35:48.2770000;Entregue;251,93;61,75;312285;Mercado Pago;1
256817;2019-05-24 17:05:39.5310784;Pedido Cancelado;1491,10;99,16;312283;ItauShopline;1
256777;2019-05-24 14:23:26.4511755;Entregue;183,67;46,93;312281;Elo;6
256746;2019-05-24 12:15:40.0000000;Entregue;287,12;0,00;312280;Mercado Pago;1
256711;2019-05-24 12:03:02.4906567;Entregue;1019,85;47,55;312279;Visa;7
256705;2019-05-24 12:01:35.4275475;Entregue;845,40;47,55;312278;MasterCard;8
256666;2019-05-24 10:42:16.2530000;Entregue;27,15;18,80;312277;Mercado Pago;1
256637;2019-05-24 10:37:02.6599218;Entregue;1208,53;85,58;312276;MasterCard;1
256631;2019-05-24 10:23:12.3978407;Entregue;1069,48;52,50;312273;American Express;12
256615;2019-05-24 09:36:08.2509942;Entregue;182,88;0,00;312274;ItauShopline;1
256606;2019-05-24 08:55:12.4636664;Entregue;321,18;48,17;311437;ItauShopline;1
256593;2019-05-23 20:50:52.5057205;Entregue;2197,26;0,00;311855;MasterCard;10
256537;2019-05-23 17:32:58.6282225;Entregue;656,69;73,37;312272;Deposito Bancario;1
256478;2019-05-23 15:37:13.0000000;Entregue;149,97;0,00;312271;Mercado Pago;5
256451;2019-05-23 15:09:01.0000000;Entregue;45,96;0,00;312270;Mercado Pago;1
256440;2019-05-23 16:15:16.3928270;Entregue;1985,35;75,82;312269;MasterCard;12
256420;2019-05-23 15:46:46.9887624;Entregue;3666,78;77,24;295193;Visa;12
256370;2019-05-23 13:41:42.2663082;Entregue;2059,66;49,41;312249;MasterCard;4
256324;2019-05-23 13:08:16.5760494;Pedido Enviado;670,01;0,00;312267;Deposito Bancario;1
256307;2019-05-23 12:17:10.6129041;Entregue;423,64;63,16;312266;MasterCard;1
256292;2019-05-23 11:38:29.2825633;Entregue;110,10;0,00;312231;Deposito Bancario;1
256262;2019-05-23 10:30:37.8149684;Pedido Cancelado;41233,99;0,00;294905;ItauShopline;1
256224;2019-05-23 10:27:48.8569585;Pedido Cancelado;20956,05;661,58;294905;ItauShopline;1
256175;2019-05-23 09:51:18.1002649;Entregue;539,84;50,64;307368;Deposito Bancario;1
256156;2019-05-23 08:23:48.0000000;Entregue;130,35;65,00;312264;Mercado Pago;2
256098;2019-05-22 23:05:21.0000000;Entregue;2540,89;0,00;312263;Mercado Pago;1
256075;2019-05-22 20:46:54.0000000;Pedido Enviado;1873,76;0,00;312262;Mercado Pago;1
256053;2019-05-21 22:14:17.0000000;Entregue;105,29;23,08;312261;Mercado Pago;1
256009;2019-05-22 23:07:36.0000000;Entregue;629,23;100,57;312260;Mercado Pago;1
255969;2019-05-22 21:30:43.1119268;Pedido Cancelado;303,53;48,17;310421;ItauShopline;1
255925;2019-05-22 20:40:53.2445872;Pedido Enviado;741,72;200,56;312259;Visa;1
255868;2019-05-22 19:03:41.6092810;Pedido Enviado;139,37;14,00;310421;MasterCard;1
255823;2019-05-22 18:48:22.9145761;Entregue;1026,86;66,23;309610;Deposito Bancario;1
255800;2019-05-22 16:51:58.7978630;Pedido Cancelado;10612,69;449,74;312258;ItauShopline;1
255741;2019-05-22 16:35:46.4454602;Entregue;4548,57;308,77;312255;MasterCard;12
255691;2019-05-22 16:20:50.8531180;Pedido Cancelado;5576,96;308,77;312255;MasterCard;12
255637;2019-05-22 16:06:18.4006202;Pedido Cancelado;10903,83;449,74;294905;Deposito Bancario;1
255618;2019-05-22 15:42:55.1409655;Pedido Cancelado;5576,96;308,77;312255;MasterCard;12
255559;2019-05-22 15:23:40.0000000;Pedido Cancelado;182,64;0,00;312257;Mercado Pago;1
255512;2019-05-22 14:54:33.0000000;Entregue;78,54;19,11;312256;Mercado Pago;1
255462;2019-05-22 14:55:14.9881212;Entregue;6614,95;85,02;312254;MasterCard;3
255442;2019-05-22 14:30:19.5348019;Entregue;128,39;0,00;312252;Deposito Bancario;1
255422;2019-05-22 14:02:23.3615305;Entregue;105,85;46,31;310644;MasterCard;1
255395;2019-05-22 13:40:18.8112848;Entregue;1071,26;94,25;312251;Visa;12
255373;2019-05-22 12:57:14.1726536;Entregue;226,67;0,00;312242;MasterCard;12
255355;2019-05-22 12:43:38.1618211;Entregue;5816,98;98,80;312238;MasterCard;3
255313;2019-05-22 12:37:32.5784178;Entregue;743,03;0,00;312242;Visa;12
255277;2019-05-22 11:57:30.8027285;Entregue;114,49;46,31;310033;Visa;12
255243;2019-05-22 11:57:17.5364641;Pedido Enviado;2231,19;487,34;312247;Visa;12
255222;2019-05-22 11:07:06.0000000;Entregue;27,47;15,23;312250;Mercado Pago;1
255218;2019-05-22 11:34:07.9742862;Entregue;233,01;61,75;311390;MasterCard;3
